Input ID	IDsource	Output ID	source of the output ID
C18378	Not found	CHEBI:63928	ChEBI
C18400	Not found	CHEBI:38661	ChEBI
C18409	Not found	CHEBI:39283	ChEBI
C18410	Not found	CHEBI:39348	ChEBI
C18411	Not found	CHEBI:39353	ChEBI
C18412	Not found	CHEBI:39393	ChEBI
C18413	Not found	CHEBI:39400	ChEBI
C18428	Not found	CHEBI:116509	ChEBI
C18454	Not found	CHEBI:67113	ChEBI
C18457	Not found	CHEBI:75212	ChEBI
C18472	Not found	CHEBI:75851	ChEBI
C18473	Not found	CHEBI:73972	ChEBI
C18477	Not found	CHEBI:75281	ChEBI
C18479	Not found	CHEBI:73162	ChEBI
C18488	Not found	CHEBI:38640	ChEBI
C18504	Not found	CHEBI:63956	ChEBI
C18508	Not found	CHEBI:39178	ChEBI
C18511	Not found	CHEBI:39170	ChEBI
C18512	Not found	CHEBI:39175	ChEBI
C18513	Not found	CHEBI:39185	ChEBI
C18535	Not found	CHEBI:38592	ChEBI
C18542	Not found	CHEBI:26276	ChEBI
C18558	Not found	CHEBI:40909	ChEBI
C18575	Not found	CHEBI:36616	ChEBI
C18587	Not found	CHEBI:78337	ChEBI
C18589	Not found	CHEBI:38660	ChEBI
C18605	Not found	CHEBI:39260	ChEBI
C18608	Not found	CHEBI:75703	ChEBI
C18609	Not found	CHEBI:70721	ChEBI
C18620	Not found	CHEBI:64342	ChEBI
C18625	Not found	CHEBI:262350	ChEBI
C18626	Not found	CHEBI:60607	ChEBI
C18634	Not found	CHEBI:74351	ChEBI
C18637	Not found	CHEBI:75091	ChEBI
C18638	Not found	CHEBI:74619	ChEBI
C18639	Not found	CHEBI:75093	ChEBI
C18651	Not found	CHEBI:38508	ChEBI
C18653	Not found	CHEBI:39349	ChEBI
C18664	Not found	CHEBI:38735	ChEBI
C18700	Not found	CHEBI:22472	ChEBI
C18706	Not found	CHEBI:74526	ChEBI
C18723	Not found	CHEBI:74889	ChEBI
C18742	Not found	CHEBI:75704	ChEBI
C18742	Not found	CHEBI:75711	ChEBI
C18765	Not found	CHEBI:65242	ChEBI
C18774	Not found	CHEBI:73171	ChEBI
C18799	Not found	CHEBI:64289	ChEBI
C18811	Not found	CHEBI:44156	ChEBI
C18820	Not found	CHEBI:74875	ChEBI
C18870	Not found	CHEBI:26634	ChEBI
C18871	Not found	CHEBI:64729	ChEBI
C18872	Not found	CHEBI:77058	ChEBI
C18877	Not found	CHEBI:73163	ChEBI
C18899	Not found	CHEBI:75182	ChEBI
C19132	Not found	CHEBI:63484	ChEBI
C19167	Not found	CHEBI:615597	ChEBI
C19176	Not found	CHEBI:73755	ChEBI
C19180	Not found	CHEBI:42725	ChEBI
C19181	Not found	CHEBI:25255	ChEBI
C19194	Not found	CHEBI:74846	ChEBI
C19204	Not found	CHEBI:76603	ChEBI
C19212	Not found	CHEBI:64206	ChEBI
C19233	Not found	CHEBI:18853	ChEBI
C19248	Not found	CHEBI:39227	ChEBI
C19255	Not found	CHEBI:76604	ChEBI
C19262	Not found	CHEBI:40035	ChEBI
C19275	Not found	CHEBI:77701	ChEBI
C19283	Not found	CHEBI:76326	ChEBI
C19284	Not found	CHEBI:76324	ChEBI
C19290	Not found	CHEBI:71419	ChEBI
C19317	Not found	CHEBI:73224	ChEBI
C19355	Not found	CHEBI:63921	ChEBI
C19375	Not found	CHEBI:29863	ChEBI
C19387	Not found	CHEBI:73716	ChEBI
C19432	Not found	CHEBI:24624	ChEBI
C19445	Not found	CHEBI:76606	ChEBI
C19453	Not found	CHEBI:53218	ChEBI
C19459	Not found	CHEBI:49770	ChEBI
C19462	Not found	CHEBI:77320	ChEBI
C19474	Not found	CHEBI:50637	ChEBI
C19486	Not found	CHEBI:39931	ChEBI
C19494	Not found	CHEBI:76258	ChEBI
C19496	Not found	CHEBI:76287	ChEBI
C19497	Not found	CHEBI:29861	ChEBI
C19536	Not found	CHEBI:36018	ChEBI
C19541	Not found	CHEBI:33080	ChEBI
C19560	Not found	CHEBI:53555	ChEBI
C19567	Not found	CHEBI:66879	ChEBI
C19569	Not found	CHEBI:66951	ChEBI
C19597	Not found	CHEBI:33098	ChEBI
C19615	Not found	CHEBI:73722	ChEBI
C19623	Not found	CHEBI:76322	ChEBI
C19624	Not found	CHEBI:76318	ChEBI
C19625	Not found	CHEBI:76319	ChEBI
C19706	Not found	CHEBI:55479	ChEBI
C19709	Not found	CHEBI:65318	ChEBI
C19734	Not found	CHEBI:61699	ChEBI
C19737	Not found	CHEBI:61678	ChEBI
C19738	Not found	CHEBI:63203	ChEBI
C19781	Not found	CHEBI:21374	ChEBI
C19795	Not found	CHEBI:35331	ChEBI
C19807	Not found	CHEBI:543745	ChEBI
C19852	Not found	CHEBI:70764	ChEBI
C19915	Not found	CHEBI:71311	ChEBI
C19984	Not found	CHEBI:75049	ChEBI
C20045	Not found	CHEBI:72765	ChEBI
C20132	Not found	CHEBI:68236	ChEBI
C20142	Not found	CHEBI:50756	ChEBI
C20157	Not found	CHEBI:109895	ChEBI
C20164	Not found	CHEBI:73356	ChEBI
C20210	Not found	CHEBI:67374	ChEBI
C20214	Not found	CHEBI:65408	ChEBI
C20226	Not found	CHEBI:51507	ChEBI
C20262	Not found	CHEBI:63892	ChEBI
C20328	Not found	CHEBI:44278	ChEBI
C20441	Not found	CHEBI:207496	ChEBI
C20462	Not found	CHEBI:67375	ChEBI
C20465	Not found	CHEBI:73346	ChEBI
C20489	Not found	CHEBI:74809	ChEBI
C20490	Not found	CHEBI:74811	ChEBI
C20491	Not found	CHEBI:74810	ChEBI
C20701	Not found	CHEBI:48058	ChEBI
C00001	KEGG	HMDB02111	HMDB
C00002	KEGG	HMDB00538	HMDB
C00003	KEGG	HMDB00902	HMDB
C00004	KEGG	HMDB01487	HMDB
C00005	KEGG	HMDB00221	HMDB
C00006	KEGG	HMDB00217	HMDB
C00007	KEGG	HMDB01377	HMDB
C00008	KEGG	HMDB01341	HMDB
C00009	KEGG	HMDB02142	HMDB
C00010	KEGG	HMDB01423	HMDB
C00013	KEGG	HMDB00250	HMDB
C00014	KEGG	HMDB00051	HMDB
C00015	KEGG	HMDB00295	HMDB
C00016	KEGG	HMDB01248	HMDB
C00018	KEGG	HMDB01491	HMDB
C00019	KEGG	HMDB01185	HMDB
C00022	KEGG	HMDB00243	HMDB
C00023	KEGG	HMDB15531	HMDB
C00024	KEGG	HMDB01206	HMDB
C00025	KEGG	HMDB00148	HMDB
C00025	KEGG	HMDB01919	HMDB
C00026	KEGG	HMDB00208	HMDB
C00027	KEGG	HMDB03125	HMDB
C00029	KEGG	HMDB00286	HMDB
C00031	KEGG	HMDB00122	HMDB
C00032	KEGG	HMDB03178	HMDB
C00035	KEGG	HMDB01201	HMDB
C00036	KEGG	HMDB00223	HMDB
C00037	KEGG	HMDB00123	HMDB
C00038	KEGG	HMDB01303	HMDB
C00041	KEGG	HMDB00161	HMDB
C00042	KEGG	HMDB00254	HMDB
C00043	KEGG	HMDB00290	HMDB
C00044	KEGG	HMDB01273	HMDB
C00047	KEGG	HMDB00182	HMDB
C00048	KEGG	HMDB00119	HMDB
C00049	KEGG	HMDB00191	HMDB
C00052	KEGG	HMDB00302	HMDB
C00053	KEGG	HMDB01134	HMDB
C00054	KEGG	HMDB00061	HMDB
C00055	KEGG	HMDB00095	HMDB
C00059	KEGG	HMDB01448	HMDB
C00061	KEGG	HMDB01520	HMDB
C00063	KEGG	HMDB00082	HMDB
C00064	KEGG	HMDB00641	HMDB
C00065	KEGG	HMDB00187	HMDB
C00068	KEGG	HMDB01372	HMDB
C00070	KEGG	HMDB00657	HMDB
C00072	KEGG	HMDB00044	HMDB
C00074	KEGG	HMDB00263	HMDB
C00075	KEGG	HMDB00285	HMDB
C00076	KEGG	HMDB00464	HMDB
C00077	KEGG	HMDB00214	HMDB
C00078	KEGG	HMDB00929	HMDB
C00079	KEGG	HMDB00159	HMDB
C00080	KEGG	HMDB59597	HMDB
C00081	KEGG	HMDB00189	HMDB
C00082	KEGG	HMDB00158	HMDB
C00083	KEGG	HMDB01175	HMDB
C00085	KEGG	HMDB00124	HMDB
C00086	KEGG	HMDB00294	HMDB
C00087	KEGG	HMDB00598	HMDB
C00088	KEGG	HMDB02786	HMDB
C00089	KEGG	HMDB00258	HMDB
C00089	KEGG	HMDB13785	HMDB
C00090	KEGG	HMDB00957	HMDB
C00091	KEGG	HMDB01022	HMDB
C00092	KEGG	HMDB01401	HMDB
C00093	KEGG	HMDB00126	HMDB
C00094	KEGG	HMDB00240	HMDB
C00094	KEGG	HMDB34829	HMDB
C00096	KEGG	HMDB01163	HMDB
C00099	KEGG	HMDB00056	HMDB
C00100	KEGG	HMDB01275	HMDB
C00101	KEGG	HMDB01846	HMDB
C00103	KEGG	HMDB01586	HMDB
C00104	KEGG	HMDB03335	HMDB
C00105	KEGG	HMDB00288	HMDB
C00106	KEGG	HMDB00300	HMDB
C00108	KEGG	HMDB01123	HMDB
C00108	KEGG	HMDB32208	HMDB
C00109	KEGG	HMDB00005	HMDB
C00110	KEGG	HMDB06353	HMDB
C00111	KEGG	HMDB01473	HMDB
C00112	KEGG	HMDB01546	HMDB
C00113	KEGG	HMDB13636	HMDB
C00114	KEGG	HMDB00097	HMDB
C00116	KEGG	HMDB00131	HMDB
C00117	KEGG	HMDB00618	HMDB
C00117	KEGG	HMDB01548	HMDB
C00119	KEGG	HMDB00280	HMDB
C00120	KEGG	HMDB00030	HMDB
C00121	KEGG	HMDB00283	HMDB
C00122	KEGG	HMDB00134	HMDB
C00123	KEGG	HMDB00687	HMDB
C00127	KEGG	HMDB03337	HMDB
C00128	KEGG	HMDB01176	HMDB
C00129	KEGG	HMDB01347	HMDB
C00130	KEGG	HMDB00175	HMDB
C00131	KEGG	HMDB01532	HMDB
C00133	KEGG	HMDB01310	HMDB
C00134	KEGG	HMDB01414	HMDB
C00135	KEGG	HMDB00177	HMDB
C00136	KEGG	HMDB01088	HMDB
C00137	KEGG	HMDB00211	HMDB
C00140	KEGG	HMDB00215	HMDB
C00141	KEGG	HMDB00019	HMDB
C00143	KEGG	HMDB01533	HMDB
C00144	KEGG	HMDB01397	HMDB
C00146	KEGG	HMDB00228	HMDB
C00147	KEGG	HMDB00034	HMDB
C00149	KEGG	HMDB00156	HMDB
C00150	KEGG	HMDB01302	HMDB
C00152	KEGG	HMDB00168	HMDB
C00153	KEGG	HMDB01406	HMDB
C00154	KEGG	HMDB01338	HMDB
C00156	KEGG	HMDB00500	HMDB
C00157	KEGG	HMDB00564	HMDB
C00157	KEGG	HMDB00593	HMDB
C00157	KEGG	HMDB07866	HMDB
C00157	KEGG	HMDB07867	HMDB
C00157	KEGG	HMDB07868	HMDB
C00157	KEGG	HMDB07869	HMDB
C00157	KEGG	HMDB07870	HMDB
C00157	KEGG	HMDB07871	HMDB
C00157	KEGG	HMDB07872	HMDB
C00157	KEGG	HMDB07873	HMDB
C00157	KEGG	HMDB07874	HMDB
C00157	KEGG	HMDB07875	HMDB
C00157	KEGG	HMDB07876	HMDB
C00157	KEGG	HMDB07877	HMDB
C00157	KEGG	HMDB07878	HMDB
C00157	KEGG	HMDB07879	HMDB
C00157	KEGG	HMDB07880	HMDB
C00157	KEGG	HMDB07881	HMDB
C00157	KEGG	HMDB07882	HMDB
C00157	KEGG	HMDB07883	HMDB
C00157	KEGG	HMDB07884	HMDB
C00157	KEGG	HMDB07885	HMDB
C00157	KEGG	HMDB07886	HMDB
C00157	KEGG	HMDB07887	HMDB
C00157	KEGG	HMDB07888	HMDB
C00157	KEGG	HMDB07889	HMDB
C00157	KEGG	HMDB07890	HMDB
C00157	KEGG	HMDB07891	HMDB
C00157	KEGG	HMDB07892	HMDB
C00157	KEGG	HMDB07893	HMDB
C00157	KEGG	HMDB07894	HMDB
C00157	KEGG	HMDB07895	HMDB
C00157	KEGG	HMDB07896	HMDB
C00157	KEGG	HMDB07897	HMDB
C00157	KEGG	HMDB07898	HMDB
C00157	KEGG	HMDB07899	HMDB
C00157	KEGG	HMDB07900	HMDB
C00157	KEGG	HMDB07901	HMDB
C00157	KEGG	HMDB07902	HMDB
C00157	KEGG	HMDB07903	HMDB
C00157	KEGG	HMDB07904	HMDB
C00157	KEGG	HMDB07905	HMDB
C00157	KEGG	HMDB07906	HMDB
C00157	KEGG	HMDB07907	HMDB
C00157	KEGG	HMDB07908	HMDB
C00157	KEGG	HMDB07909	HMDB
C00157	KEGG	HMDB07910	HMDB
C00157	KEGG	HMDB07911	HMDB
C00157	KEGG	HMDB07912	HMDB
C00157	KEGG	HMDB07913	HMDB
C00157	KEGG	HMDB07914	HMDB
C00157	KEGG	HMDB07915	HMDB
C00157	KEGG	HMDB07916	HMDB
C00157	KEGG	HMDB07917	HMDB
C00157	KEGG	HMDB07918	HMDB
C00157	KEGG	HMDB07919	HMDB
C00157	KEGG	HMDB07920	HMDB
C00157	KEGG	HMDB07921	HMDB
C00157	KEGG	HMDB07922	HMDB
C00157	KEGG	HMDB07923	HMDB
C00157	KEGG	HMDB07924	HMDB
C00157	KEGG	HMDB07925	HMDB
C00157	KEGG	HMDB07926	HMDB
C00157	KEGG	HMDB07927	HMDB
C00157	KEGG	HMDB07928	HMDB
C00157	KEGG	HMDB07929	HMDB
C00157	KEGG	HMDB07930	HMDB
C00157	KEGG	HMDB07931	HMDB
C00157	KEGG	HMDB07932	HMDB
C00157	KEGG	HMDB07933	HMDB
C00157	KEGG	HMDB07934	HMDB
C00157	KEGG	HMDB07935	HMDB
C00157	KEGG	HMDB07936	HMDB
C00157	KEGG	HMDB07937	HMDB
C00157	KEGG	HMDB07938	HMDB
C00157	KEGG	HMDB07939	HMDB
C00157	KEGG	HMDB07940	HMDB
C00157	KEGG	HMDB07941	HMDB
C00157	KEGG	HMDB07942	HMDB
C00157	KEGG	HMDB07943	HMDB
C00157	KEGG	HMDB07944	HMDB
C00157	KEGG	HMDB07945	HMDB
C00157	KEGG	HMDB07946	HMDB
C00157	KEGG	HMDB07947	HMDB
C00157	KEGG	HMDB07948	HMDB
C00157	KEGG	HMDB07949	HMDB
C00157	KEGG	HMDB07950	HMDB
C00157	KEGG	HMDB07951	HMDB
C00157	KEGG	HMDB07952	HMDB
C00157	KEGG	HMDB07953	HMDB
C00157	KEGG	HMDB07954	HMDB
C00157	KEGG	HMDB07955	HMDB
C00157	KEGG	HMDB07956	HMDB
C00157	KEGG	HMDB07957	HMDB
C00157	KEGG	HMDB07958	HMDB
C00157	KEGG	HMDB07959	HMDB
C00157	KEGG	HMDB07960	HMDB
C00157	KEGG	HMDB07961	HMDB
C00157	KEGG	HMDB07962	HMDB
C00157	KEGG	HMDB07963	HMDB
C00157	KEGG	HMDB07964	HMDB
C00157	KEGG	HMDB07965	HMDB
C00157	KEGG	HMDB07966	HMDB
C00157	KEGG	HMDB07967	HMDB
C00157	KEGG	HMDB07969	HMDB
C00157	KEGG	HMDB07970	HMDB
C00157	KEGG	HMDB07971	HMDB
C00157	KEGG	HMDB07972	HMDB
C00157	KEGG	HMDB07973	HMDB
C00157	KEGG	HMDB07974	HMDB
C00157	KEGG	HMDB07975	HMDB
C00157	KEGG	HMDB07976	HMDB
C00157	KEGG	HMDB07977	HMDB
C00157	KEGG	HMDB07978	HMDB
C00157	KEGG	HMDB07979	HMDB
C00157	KEGG	HMDB07980	HMDB
C00157	KEGG	HMDB07981	HMDB
C00157	KEGG	HMDB07982	HMDB
C00157	KEGG	HMDB07983	HMDB
C00157	KEGG	HMDB07984	HMDB
C00157	KEGG	HMDB07985	HMDB
C00157	KEGG	HMDB07986	HMDB
C00157	KEGG	HMDB07987	HMDB
C00157	KEGG	HMDB07988	HMDB
C00157	KEGG	HMDB07989	HMDB
C00157	KEGG	HMDB07990	HMDB
C00157	KEGG	HMDB07991	HMDB
C00157	KEGG	HMDB07992	HMDB
C00157	KEGG	HMDB07993	HMDB
C00157	KEGG	HMDB07994	HMDB
C00157	KEGG	HMDB07995	HMDB
C00157	KEGG	HMDB07996	HMDB
C00157	KEGG	HMDB07997	HMDB
C00157	KEGG	HMDB07998	HMDB
C00157	KEGG	HMDB07999	HMDB
C00157	KEGG	HMDB08000	HMDB
C00157	KEGG	HMDB08001	HMDB
C00157	KEGG	HMDB08002	HMDB
C00157	KEGG	HMDB08003	HMDB
C00157	KEGG	HMDB08004	HMDB
C00157	KEGG	HMDB08005	HMDB
C00157	KEGG	HMDB08006	HMDB
C00157	KEGG	HMDB08007	HMDB
C00157	KEGG	HMDB08008	HMDB
C00157	KEGG	HMDB08009	HMDB
C00157	KEGG	HMDB08010	HMDB
C00157	KEGG	HMDB08011	HMDB
C00157	KEGG	HMDB08012	HMDB
C00157	KEGG	HMDB08013	HMDB
C00157	KEGG	HMDB08014	HMDB
C00157	KEGG	HMDB08015	HMDB
C00157	KEGG	HMDB08016	HMDB
C00157	KEGG	HMDB08017	HMDB
C00157	KEGG	HMDB08018	HMDB
C00157	KEGG	HMDB08019	HMDB
C00157	KEGG	HMDB08020	HMDB
C00157	KEGG	HMDB08021	HMDB
C00157	KEGG	HMDB08022	HMDB
C00157	KEGG	HMDB08023	HMDB
C00157	KEGG	HMDB08024	HMDB
C00157	KEGG	HMDB08025	HMDB
C00157	KEGG	HMDB08026	HMDB
C00157	KEGG	HMDB08027	HMDB
C00157	KEGG	HMDB08028	HMDB
C00157	KEGG	HMDB08029	HMDB
C00157	KEGG	HMDB08030	HMDB
C00157	KEGG	HMDB08031	HMDB
C00157	KEGG	HMDB08032	HMDB
C00157	KEGG	HMDB08033	HMDB
C00157	KEGG	HMDB08034	HMDB
C00157	KEGG	HMDB08035	HMDB
C00157	KEGG	HMDB08036	HMDB
C00157	KEGG	HMDB08037	HMDB
C00157	KEGG	HMDB08038	HMDB
C00157	KEGG	HMDB08039	HMDB
C00157	KEGG	HMDB08040	HMDB
C00157	KEGG	HMDB08041	HMDB
C00157	KEGG	HMDB08042	HMDB
C00157	KEGG	HMDB08043	HMDB
C00157	KEGG	HMDB08044	HMDB
C00157	KEGG	HMDB08045	HMDB
C00157	KEGG	HMDB08046	HMDB
C00157	KEGG	HMDB08047	HMDB
C00157	KEGG	HMDB08048	HMDB
C00157	KEGG	HMDB08049	HMDB
C00157	KEGG	HMDB08050	HMDB
C00157	KEGG	HMDB08051	HMDB
C00157	KEGG	HMDB08052	HMDB
C00157	KEGG	HMDB08053	HMDB
C00157	KEGG	HMDB08054	HMDB
C00157	KEGG	HMDB08055	HMDB
C00157	KEGG	HMDB08056	HMDB
C00157	KEGG	HMDB08057	HMDB
C00157	KEGG	HMDB08058	HMDB
C00157	KEGG	HMDB08059	HMDB
C00157	KEGG	HMDB08060	HMDB
C00157	KEGG	HMDB08061	HMDB
C00157	KEGG	HMDB08062	HMDB
C00157	KEGG	HMDB08063	HMDB
C00157	KEGG	HMDB08064	HMDB
C00157	KEGG	HMDB08065	HMDB
C00157	KEGG	HMDB08066	HMDB
C00157	KEGG	HMDB08067	HMDB
C00157	KEGG	HMDB08068	HMDB
C00157	KEGG	HMDB08069	HMDB
C00157	KEGG	HMDB08070	HMDB
C00157	KEGG	HMDB08071	HMDB
C00157	KEGG	HMDB08072	HMDB
C00157	KEGG	HMDB08073	HMDB
C00157	KEGG	HMDB08074	HMDB
C00157	KEGG	HMDB08075	HMDB
C00157	KEGG	HMDB08076	HMDB
C00157	KEGG	HMDB08077	HMDB
C00157	KEGG	HMDB08078	HMDB
C00157	KEGG	HMDB08079	HMDB
C00157	KEGG	HMDB08080	HMDB
C00157	KEGG	HMDB08081	HMDB
C00157	KEGG	HMDB08082	HMDB
C00157	KEGG	HMDB08083	HMDB
C00157	KEGG	HMDB08084	HMDB
C00157	KEGG	HMDB08085	HMDB
C00157	KEGG	HMDB08086	HMDB
C00157	KEGG	HMDB08087	HMDB
C00157	KEGG	HMDB08088	HMDB
C00157	KEGG	HMDB08089	HMDB
C00157	KEGG	HMDB08090	HMDB
C00157	KEGG	HMDB08091	HMDB
C00157	KEGG	HMDB08092	HMDB
C00157	KEGG	HMDB08093	HMDB
C00157	KEGG	HMDB08094	HMDB
C00157	KEGG	HMDB08095	HMDB
C00157	KEGG	HMDB08096	HMDB
C00157	KEGG	HMDB08097	HMDB
C00157	KEGG	HMDB08098	HMDB
C00157	KEGG	HMDB08099	HMDB
C00157	KEGG	HMDB08100	HMDB
C00157	KEGG	HMDB08101	HMDB
C00157	KEGG	HMDB08102	HMDB
C00157	KEGG	HMDB08103	HMDB
C00157	KEGG	HMDB08105	HMDB
C00157	KEGG	HMDB08106	HMDB
C00157	KEGG	HMDB08107	HMDB
C00157	KEGG	HMDB08108	HMDB
C00157	KEGG	HMDB08109	HMDB
C00157	KEGG	HMDB08110	HMDB
C00157	KEGG	HMDB08111	HMDB
C00157	KEGG	HMDB08112	HMDB
C00157	KEGG	HMDB08113	HMDB
C00157	KEGG	HMDB08114	HMDB
C00157	KEGG	HMDB08115	HMDB
C00157	KEGG	HMDB08116	HMDB
C00157	KEGG	HMDB08117	HMDB
C00157	KEGG	HMDB08118	HMDB
C00157	KEGG	HMDB08119	HMDB
C00157	KEGG	HMDB08120	HMDB
C00157	KEGG	HMDB08121	HMDB
C00157	KEGG	HMDB08122	HMDB
C00157	KEGG	HMDB08123	HMDB
C00157	KEGG	HMDB08124	HMDB
C00157	KEGG	HMDB08125	HMDB
C00157	KEGG	HMDB08126	HMDB
C00157	KEGG	HMDB08127	HMDB
C00157	KEGG	HMDB08128	HMDB
C00157	KEGG	HMDB08129	HMDB
C00157	KEGG	HMDB08130	HMDB
C00157	KEGG	HMDB08131	HMDB
C00157	KEGG	HMDB08132	HMDB
C00157	KEGG	HMDB08133	HMDB
C00157	KEGG	HMDB08134	HMDB
C00157	KEGG	HMDB08135	HMDB
C00157	KEGG	HMDB08136	HMDB
C00157	KEGG	HMDB08137	HMDB
C00157	KEGG	HMDB08138	HMDB
C00157	KEGG	HMDB08139	HMDB
C00157	KEGG	HMDB08140	HMDB
C00157	KEGG	HMDB08141	HMDB
C00157	KEGG	HMDB08142	HMDB
C00157	KEGG	HMDB08143	HMDB
C00157	KEGG	HMDB08144	HMDB
C00157	KEGG	HMDB08145	HMDB
C00157	KEGG	HMDB08146	HMDB
C00157	KEGG	HMDB08147	HMDB
C00157	KEGG	HMDB08148	HMDB
C00157	KEGG	HMDB08149	HMDB
C00157	KEGG	HMDB08150	HMDB
C00157	KEGG	HMDB08151	HMDB
C00157	KEGG	HMDB08152	HMDB
C00157	KEGG	HMDB08153	HMDB
C00157	KEGG	HMDB08154	HMDB
C00157	KEGG	HMDB08155	HMDB
C00157	KEGG	HMDB08156	HMDB
C00157	KEGG	HMDB08157	HMDB
C00157	KEGG	HMDB08158	HMDB
C00157	KEGG	HMDB08159	HMDB
C00157	KEGG	HMDB08160	HMDB
C00157	KEGG	HMDB08161	HMDB
C00157	KEGG	HMDB08162	HMDB
C00157	KEGG	HMDB08163	HMDB
C00157	KEGG	HMDB08164	HMDB
C00157	KEGG	HMDB08165	HMDB
C00157	KEGG	HMDB08166	HMDB
C00157	KEGG	HMDB08167	HMDB
C00157	KEGG	HMDB08168	HMDB
C00157	KEGG	HMDB08169	HMDB
C00157	KEGG	HMDB08170	HMDB
C00157	KEGG	HMDB08171	HMDB
C00157	KEGG	HMDB08172	HMDB
C00157	KEGG	HMDB08173	HMDB
C00157	KEGG	HMDB08174	HMDB
C00157	KEGG	HMDB08175	HMDB
C00157	KEGG	HMDB08176	HMDB
C00157	KEGG	HMDB08177	HMDB
C00157	KEGG	HMDB08178	HMDB
C00157	KEGG	HMDB08179	HMDB
C00157	KEGG	HMDB08180	HMDB
C00157	KEGG	HMDB08181	HMDB
C00157	KEGG	HMDB08182	HMDB
C00157	KEGG	HMDB08183	HMDB
C00157	KEGG	HMDB08184	HMDB
C00157	KEGG	HMDB08185	HMDB
C00157	KEGG	HMDB08186	HMDB
C00157	KEGG	HMDB08187	HMDB
C00157	KEGG	HMDB08188	HMDB
C00157	KEGG	HMDB08189	HMDB
C00157	KEGG	HMDB08190	HMDB
C00157	KEGG	HMDB08191	HMDB
C00157	KEGG	HMDB08192	HMDB
C00157	KEGG	HMDB08193	HMDB
C00157	KEGG	HMDB08194	HMDB
C00157	KEGG	HMDB08195	HMDB
C00157	KEGG	HMDB08196	HMDB
C00157	KEGG	HMDB08197	HMDB
C00157	KEGG	HMDB08198	HMDB
C00157	KEGG	HMDB08199	HMDB
C00157	KEGG	HMDB08200	HMDB
C00157	KEGG	HMDB08201	HMDB
C00157	KEGG	HMDB08202	HMDB
C00157	KEGG	HMDB08203	HMDB
C00157	KEGG	HMDB08204	HMDB
C00157	KEGG	HMDB08205	HMDB
C00157	KEGG	HMDB08206	HMDB
C00157	KEGG	HMDB08207	HMDB
C00157	KEGG	HMDB08208	HMDB
C00157	KEGG	HMDB08209	HMDB
C00157	KEGG	HMDB08210	HMDB
C00157	KEGG	HMDB08211	HMDB
C00157	KEGG	HMDB08212	HMDB
C00157	KEGG	HMDB08213	HMDB
C00157	KEGG	HMDB08214	HMDB
C00157	KEGG	HMDB08215	HMDB
C00157	KEGG	HMDB08216	HMDB
C00157	KEGG	HMDB08217	HMDB
C00157	KEGG	HMDB08218	HMDB
C00157	KEGG	HMDB08219	HMDB
C00157	KEGG	HMDB08220	HMDB
C00157	KEGG	HMDB08221	HMDB
C00157	KEGG	HMDB08222	HMDB
C00157	KEGG	HMDB08223	HMDB
C00157	KEGG	HMDB08224	HMDB
C00157	KEGG	HMDB08225	HMDB
C00157	KEGG	HMDB08226	HMDB
C00157	KEGG	HMDB08227	HMDB
C00157	KEGG	HMDB08228	HMDB
C00157	KEGG	HMDB08229	HMDB
C00157	KEGG	HMDB08230	HMDB
C00157	KEGG	HMDB08231	HMDB
C00157	KEGG	HMDB08232	HMDB
C00157	KEGG	HMDB08233	HMDB
C00157	KEGG	HMDB08234	HMDB
C00157	KEGG	HMDB08235	HMDB
C00157	KEGG	HMDB08236	HMDB
C00157	KEGG	HMDB08237	HMDB
C00157	KEGG	HMDB08238	HMDB
C00157	KEGG	HMDB08239	HMDB
C00157	KEGG	HMDB08240	HMDB
C00157	KEGG	HMDB08241	HMDB
C00157	KEGG	HMDB08242	HMDB
C00157	KEGG	HMDB08243	HMDB
C00157	KEGG	HMDB08244	HMDB
C00157	KEGG	HMDB08245	HMDB
C00157	KEGG	HMDB08246	HMDB
C00157	KEGG	HMDB08247	HMDB
C00157	KEGG	HMDB08248	HMDB
C00157	KEGG	HMDB08249	HMDB
C00157	KEGG	HMDB08250	HMDB
C00157	KEGG	HMDB08251	HMDB
C00157	KEGG	HMDB08252	HMDB
C00157	KEGG	HMDB08253	HMDB
C00157	KEGG	HMDB08254	HMDB
C00157	KEGG	HMDB08255	HMDB
C00157	KEGG	HMDB08256	HMDB
C00157	KEGG	HMDB08257	HMDB
C00157	KEGG	HMDB08258	HMDB
C00157	KEGG	HMDB08259	HMDB
C00157	KEGG	HMDB08260	HMDB
C00157	KEGG	HMDB08261	HMDB
C00157	KEGG	HMDB08262	HMDB
C00157	KEGG	HMDB08263	HMDB
C00157	KEGG	HMDB08264	HMDB
C00157	KEGG	HMDB08265	HMDB
C00157	KEGG	HMDB08266	HMDB
C00157	KEGG	HMDB08267	HMDB
C00157	KEGG	HMDB08268	HMDB
C00157	KEGG	HMDB08269	HMDB
C00157	KEGG	HMDB08270	HMDB
C00157	KEGG	HMDB08271	HMDB
C00157	KEGG	HMDB08272	HMDB
C00157	KEGG	HMDB08273	HMDB
C00157	KEGG	HMDB08274	HMDB
C00157	KEGG	HMDB08275	HMDB
C00157	KEGG	HMDB08276	HMDB
C00157	KEGG	HMDB08277	HMDB
C00157	KEGG	HMDB08278	HMDB
C00157	KEGG	HMDB08279	HMDB
C00157	KEGG	HMDB08280	HMDB
