Input ID	IDsource	Output ID	source of the output ID
C14877	KEGG	11954075	PubChem Compound
C14878	KEGG	246207	PubChem Compound
C14879	KEGG	247748	PubChem Compound
C14880	KEGG	11954076	PubChem Compound
C14881	KEGG	247307	PubChem Compound
C14882	KEGG	253633	PubChem Compound
C14883	KEGG	236180	PubChem Compound
C14884	KEGG	242670	PubChem Compound
C14885	KEGG	243151	PubChem Compound
C14886	KEGG	245232	PubChem Compound
C14887	KEGG	227841	PubChem Compound
C14888	KEGG	3246291	PubChem Compound
C14889	KEGG	252287	PubChem Compound
C14890	KEGG	235675	PubChem Compound
C14891	KEGG	242497	PubChem Compound
C14892	KEGG	250820	PubChem Compound
C14893	KEGG	3003767	PubChem Compound
C14894	KEGG	5357330	PubChem Compound
C14895	KEGG	5357331	PubChem Compound
C14896	KEGG	237654	PubChem Compound
C14897	KEGG	252381	PubChem Compound
C14898	KEGG	251527	PubChem Compound
C14899	KEGG	11954078	PubChem Compound
C14900	KEGG	237656	PubChem Compound
C14901	KEGG	237655	PubChem Compound
C14902	KEGG	237645	PubChem Compound
C14903	KEGG	6303362	PubChem Compound
C14904	KEGG	5799659	PubChem Compound
C14905	KEGG	245877	PubChem Compound
C14906	KEGG	228579	PubChem Compound
C14907	KEGG	11954079	PubChem Compound
C14908	KEGG	241545	PubChem Compound
C14909	KEGG	241544	PubChem Compound
C14910	KEGG	242127	PubChem Compound
C14911	KEGG	252289	PubChem Compound
C14912	KEGG	160905	PubChem Compound
C14913	KEGG	11954080	PubChem Compound
C14914	KEGG	11954081	PubChem Compound
C14915	KEGG	11954082	PubChem Compound
C14916	KEGG	91480	PubChem Compound
C14917	KEGG	11954083	PubChem Compound
C14918	KEGG	11954084	PubChem Compound
C14919	KEGG	244948	PubChem Compound
C14920	KEGG	249676	PubChem Compound
C14921	KEGG	249880	PubChem Compound
C14922	KEGG	252375	PubChem Compound
C14923	KEGG	252374	PubChem Compound
C14924	KEGG	243749	PubChem Compound
C14925	KEGG	244946	PubChem Compound
C14926	KEGG	235463	PubChem Compound
C14927	KEGG	249422	PubChem Compound
C14928	KEGG	252290	PubChem Compound
C14929	KEGG	248068	PubChem Compound
C14930	KEGG	232772	PubChem Compound
C14931	KEGG	245871	PubChem Compound
C14932	KEGG	227669	PubChem Compound
C14933	KEGG	247835	PubChem Compound
C14934	KEGG	242864	PubChem Compound
C14935	KEGG	229624	PubChem Compound
C14936	KEGG	6141701	PubChem Compound
C14937	KEGG	252288	PubChem Compound
C14938	KEGG	254197	PubChem Compound
C14939	KEGG	243748	PubChem Compound
C14940	KEGG	248583	PubChem Compound
C14942	KEGG	256420	PubChem Compound
C14943	KEGG	251112	PubChem Compound
C14944	KEGG	251114	PubChem Compound
C14945	KEGG	248931	PubChem Compound
C14946	KEGG	11954085	PubChem Compound
C14947	KEGG	11954086	PubChem Compound
C14948	KEGG	249699	PubChem Compound
C14949	KEGG	249680	PubChem Compound
C14950	KEGG	249679	PubChem Compound
C14951	KEGG	249677	PubChem Compound
C14952	KEGG	249674	PubChem Compound
C14953	KEGG	72815	PubChem Compound
C14954	KEGG	11954087	PubChem Compound
C14955	KEGG	11954088	PubChem Compound
C14956	KEGG	247863	PubChem Compound
C14957	KEGG	247856	PubChem Compound
C14958	KEGG	247855	PubChem Compound
C14959	KEGG	248015	PubChem Compound
C14960	KEGG	247305	PubChem Compound
C14961	KEGG	11954089	PubChem Compound
C14962	KEGG	11954090	PubChem Compound
C14963	KEGG	248666	PubChem Compound
C14964	KEGG	11954091	PubChem Compound
C14965	KEGG	248621	PubChem Compound
C14966	KEGG	250208	PubChem Compound
C14967	KEGG	11954092	PubChem Compound
C14968	KEGG	247749	PubChem Compound
C14969	KEGG	244949	PubChem Compound
C14970	KEGG	244947	PubChem Compound
C14971	KEGG	249675	PubChem Compound
C14972	KEGG	5882	PubChem Compound
C14973	KEGG	11954093	PubChem Compound
C14974	KEGG	245237	PubChem Compound
C14975	KEGG	245230	PubChem Compound
C14976	KEGG	11954094	PubChem Compound
C14977	KEGG	243356	PubChem Compound
C14978	KEGG	243355	PubChem Compound
C14979	KEGG	246162	PubChem Compound
C14980	KEGG	243968	PubChem Compound
C14981	KEGG	244125	PubChem Compound
C14982	KEGG	245470	PubChem Compound
C14983	KEGG	246484	PubChem Compound
C14984	KEGG	11954095	PubChem Compound
C14985	KEGG	243760	PubChem Compound
C14986	KEGG	243759	PubChem Compound
C14987	KEGG	243756	PubChem Compound
C14988	KEGG	233494	PubChem Compound
C14990	KEGG	11954096	PubChem Compound
C14991	KEGG	11954097	PubChem Compound
C14992	KEGG	240982	PubChem Compound
C14994	KEGG	242865	PubChem Compound
C14995	KEGG	242863	PubChem Compound
C14996	KEGG	245875	PubChem Compound
C14997	KEGG	245874	PubChem Compound
C14998	KEGG	245872	PubChem Compound
C14999	KEGG	247854	PubChem Compound
C15000	KEGG	255713	PubChem Compound
C15001	KEGG	256729	PubChem Compound
C15002	KEGG	243967	PubChem Compound
C15003	KEGG	230975	PubChem Compound
C15004	KEGG	238650	PubChem Compound
C15005	KEGG	238388	PubChem Compound
C15006	KEGG	238387	PubChem Compound
C15007	KEGG	233493	PubChem Compound
C15008	KEGG	240051	PubChem Compound
C15009	KEGG	239804	PubChem Compound
C15010	KEGG	239803	PubChem Compound
C15011	KEGG	241762	PubChem Compound
C15012	KEGG	252380	PubChem Compound
C15013	KEGG	248263	PubChem Compound
C15014	KEGG	9561873	PubChem Compound
C15015	KEGG	11954098	PubChem Compound
C15016	KEGG	11954099	PubChem Compound
C15017	KEGG	11753	PubChem Compound
C15018	KEGG	233496	PubChem Compound
C15019	KEGG	244387	PubChem Compound
C15020	KEGG	11954100	PubChem Compound
C15021	KEGG	253783	PubChem Compound
C15022	KEGG	241763	PubChem Compound
C15023	KEGG	252377	PubChem Compound
C15024	KEGG	255390	PubChem Compound
C15025	KEGG	2724480	PubChem Compound
C15026	KEGG	5311201	PubChem Compound
C15027	KEGG	255270	PubChem Compound
C15028	KEGG	231445	PubChem Compound
C15029	KEGG	259027	PubChem Compound
C15030	KEGG	250364	PubChem Compound
C15031	KEGG	96506	PubChem Compound
C15032	KEGG	121160	PubChem Compound
C15033	KEGG	238684	PubChem Compound
C15034	KEGG	236825	PubChem Compound
C15035	KEGG	11274	PubChem Compound
C15036	KEGG	230883	PubChem Compound
C15037	KEGG	2830	PubChem Compound
C15038	KEGG	5326781	PubChem Compound
C15039	KEGG	6138288	PubChem Compound
C15040	KEGG	3538	PubChem Compound
C15041	KEGG	226614	PubChem Compound
C15042	KEGG	6508048	PubChem Compound
C15043	KEGG	5926352	PubChem Compound
C15044	KEGG	5929909	PubChem Compound
C15045	KEGG	5825520	PubChem Compound
C15046	KEGG	222820	PubChem Compound
C15047	KEGG	224153	PubChem Compound
C15048	KEGG	256114	PubChem Compound
C15049	KEGG	96670	PubChem Compound
C15050	KEGG	256418	PubChem Compound
C15051	KEGG	5357444	PubChem Compound
C15052	KEGG	5357627	PubChem Compound
C15053	KEGG	253935	PubChem Compound
C15054	KEGG	255267	PubChem Compound
C15055	KEGG	253934	PubChem Compound
C15056	KEGG	255266	PubChem Compound
C15057	KEGG	251872	PubChem Compound
C15058	KEGG	230884	PubChem Compound
C15059	KEGG	251624	PubChem Compound
C15060	KEGG	254630	PubChem Compound
C15061	KEGG	255271	PubChem Compound
C15062	KEGG	253112	PubChem Compound
C15063	KEGG	11954101	PubChem Compound
C15064	KEGG	252817	PubChem Compound
C15065	KEGG	249705	PubChem Compound
C15066	KEGG	5945639	PubChem Compound
C15067	KEGG	241352	PubChem Compound
C15068	KEGG	255702	PubChem Compound
C15069	KEGG	226965	PubChem Compound
C15070	KEGG	253933	PubChem Compound
C15071	KEGG	11954102	PubChem Compound
C15072	KEGG	252378	PubChem Compound
C15073	KEGG	245467	PubChem Compound
C15074	KEGG	246204	PubChem Compound
C15075	KEGG	248906	PubChem Compound
C15076	KEGG	248269	PubChem Compound
C15077	KEGG	5355967	PubChem Compound
C15078	KEGG	9561554	PubChem Compound
C15079	KEGG	239405	PubChem Compound
C15080	KEGG	5838784	PubChem Compound
C15081	KEGG	242676	PubChem Compound
C15082	KEGG	230019	PubChem Compound
C15083	KEGG	247038	PubChem Compound
C15084	KEGG	3003768	PubChem Compound
C15085	KEGG	242358	PubChem Compound
C15086	KEGG	256233	PubChem Compound
C15087	KEGG	9561847	PubChem Compound
C15088	KEGG	248783	PubChem Compound
C15089	KEGG	242664	PubChem Compound
C15090	KEGG	248591	PubChem Compound
C15091	KEGG	247838	PubChem Compound
C15092	KEGG	243752	PubChem Compound
C15093	KEGG	247837	PubChem Compound
C15094	KEGG	3539	PubChem Compound
C15095	KEGG	250817	PubChem Compound
C15096	KEGG	5311147	PubChem Compound
C15097	KEGG	256730	PubChem Compound
C15098	KEGG	227671	PubChem Compound
C15099	KEGG	237186	PubChem Compound
C15100	KEGG	244386	PubChem Compound
C15101	KEGG	18651	PubChem Compound
C15102	KEGG	253249	PubChem Compound
C15103	KEGG	241543	PubChem Compound
C15104	KEGG	63333	PubChem Compound
C15105	KEGG	236828	PubChem Compound
C15106	KEGG	11954103	PubChem Compound
C15107	KEGG	251117	PubChem Compound
C15108	KEGG	243354	PubChem Compound
C15109	KEGG	96539	PubChem Compound
C15110	KEGG	256732	PubChem Compound
C15111	KEGG	256733	PubChem Compound
C15112	KEGG	253787	PubChem Compound
C15113	KEGG	11954104	PubChem Compound
C15114	KEGG	11954105	PubChem Compound
C15115	KEGG	242492	PubChem Compound
C15116	KEGG	200747	PubChem Compound
C15117	KEGG	253758	PubChem Compound
C15118	KEGG	242486	PubChem Compound
C15119	KEGG	242345	PubChem Compound
C15120	KEGG	5993437	PubChem Compound
C15121	KEGG	6164010	PubChem Compound
C15122	KEGG	6300471	PubChem Compound
C15123	KEGG	247739	PubChem Compound
C15124	KEGG	254190	PubChem Compound
C15125	KEGG	254196	PubChem Compound
C15126	KEGG	16818	PubChem Compound
C15127	KEGG	197759	PubChem Compound
C15128	KEGG	11954106	PubChem Compound
C15129	KEGG	66426	PubChem Compound
C15130	KEGG	11954107	PubChem Compound
C15131	KEGG	6183584	PubChem Compound
C15132	KEGG	247730	PubChem Compound
C15133	KEGG	11954108	PubChem Compound
C15134	KEGG	253756	PubChem Compound
C15135	KEGG	253634	PubChem Compound
C15136	KEGG	234453	PubChem Compound
C15137	KEGG	30196	PubChem Compound
C15138	KEGG	255438	PubChem Compound
C15139	KEGG	242340	PubChem Compound
C15140	KEGG	255699	PubChem Compound
C15141	KEGG	251431	PubChem Compound
C15142	KEGG	254189	PubChem Compound
C15143	KEGG	74769	PubChem Compound
C15144	KEGG	11954109	PubChem Compound
C15145	KEGG	240071	PubChem Compound
C15146	KEGG	232427	PubChem Compound
C15147	KEGG	242348	PubChem Compound
C15148	KEGG	235859	PubChem Compound
C15149	KEGG	222043	PubChem Compound
C15150	KEGG	240986	PubChem Compound
C15151	KEGG	257422	PubChem Compound
C15152	KEGG	242128	PubChem Compound
C15153	KEGG	5771582	PubChem Compound
C15154	KEGG	235500	PubChem Compound
C15155	KEGG	234906	PubChem Compound
C15156	KEGG	236665	PubChem Compound
C15157	KEGG	11954110	PubChem Compound
C15158	KEGG	11954111	PubChem Compound
C15159	KEGG	11954112	PubChem Compound
C15160	KEGG	257435	PubChem Compound
C15161	KEGG	259035	PubChem Compound
C15162	KEGG	257434	PubChem Compound
C15163	KEGG	257862	PubChem Compound
C15164	KEGG	243750	PubChem Compound
C15165	KEGG	247876	PubChem Compound
C15166	KEGG	11954113	PubChem Compound
C15167	KEGG	248981	PubChem Compound
C15168	KEGG	226968	PubChem Compound
C15169	KEGG	245302	PubChem Compound
C15170	KEGG	248932	PubChem Compound
C15171	KEGG	227796	PubChem Compound
C15172	KEGG	248782	PubChem Compound
C15173	KEGG	11954114	PubChem Compound
C15174	KEGG	225289	PubChem Compound
C15175	KEGG	235498	PubChem Compound
C15176	KEGG	254634	PubChem Compound
C15177	KEGG	11954115	PubChem Compound
C15178	KEGG	9561686	PubChem Compound
C15179	KEGG	254886	PubChem Compound
C15180	KEGG	11954116	PubChem Compound
C15181	KEGG	312145	PubChem Compound
C15182	KEGG	23724530	PubChem Compound
C15183	KEGG	23724531	PubChem Compound
C15184	KEGG	236417	PubChem Compound
C15185	KEGG	227110	PubChem Compound
C15186	KEGG	159358	PubChem Compound
C15187	KEGG	240517	PubChem Compound
C15188	KEGG	255703	PubChem Compound
C15189	KEGG	226966	PubChem Compound
C15190	KEGG	248790	PubChem Compound
C15191	KEGG	257426	PubChem Compound
C15192	KEGG	220509	PubChem Compound
C15193	KEGG	257428	PubChem Compound
C15194	KEGG	239595	PubChem Compound
C15195	KEGG	3973	PubChem Compound
C15196	KEGG	251427	PubChem Compound
C15197	KEGG	248592	PubChem Compound
C15198	KEGG	235942	PubChem Compound
C15199	KEGG	243051	PubChem Compound
C15200	KEGG	240036	PubChem Compound
C15201	KEGG	255697	PubChem Compound
C15202	KEGG	11954119	PubChem Compound
C15203	KEGG	676034	PubChem Compound
C15204	KEGG	3534982	PubChem Compound
C15205	KEGG	6782	PubChem Compound
C15206	KEGG	2288503	PubChem Compound
C15207	KEGG	11954120	PubChem Compound
C15208	KEGG	8306	PubChem Compound
C15209	KEGG	90504	PubChem Compound
C15210	KEGG	4201081	PubChem Compound
C15211	KEGG	11954121	PubChem Compound
C15212	KEGG	11954122	PubChem Compound
C15213	KEGG	644183	PubChem Compound
C15214	KEGG	727	PubChem Compound
C15215	KEGG	251869	PubChem Compound
C15216	KEGG	5284653	PubChem Compound
C15217	KEGG	3847836	PubChem Compound
C15218	KEGG	219592	PubChem Compound
C15219	KEGG	11954123	PubChem Compound
C15220	KEGG	14851	PubChem Compound
C15221	KEGG	590836	PubChem Compound
C15222	KEGG	676308	PubChem Compound
C15224	KEGG	15096	PubChem Compound
C15226	KEGG	167263	PubChem Compound
C15227	KEGG	24502	PubChem Compound
C15228	KEGG	6852404	PubChem Compound
C15229	KEGG	8722	PubChem Compound
C15230	KEGG	33294	PubChem Compound
C15232	KEGG	5284484	PubChem Compound
C15233	KEGG	24633	PubChem Compound
C15234	KEGG	24924	PubChem Compound
C15235	KEGG	24814	PubChem Compound
C15236	KEGG	190483	PubChem Compound
C15237	KEGG	11954124	PubChem Compound
C15238	KEGG	11954125	PubChem Compound
C15239	KEGG	11954126	PubChem Compound
C15240	KEGG	11954127	PubChem Compound
C15241	KEGG	11954128	PubChem Compound
C15242	KEGG	11954129	PubChem Compound
C15243	KEGG	11954130	PubChem Compound
C15244	KEGG	11954131	PubChem Compound
C15245	KEGG	11954132	PubChem Compound
C15246	KEGG	11954133	PubChem Compound
C15247	KEGG	11954134	PubChem Compound
C15248	KEGG	11954135	PubChem Compound
C15249	KEGG	156228	PubChem Compound
C15250	KEGG	11954136	PubChem Compound
C15251	KEGG	247297	PubChem Compound
C15252	KEGG	11954137	PubChem Compound
C15253	KEGG	11954138	PubChem Compound
C15254	KEGG	251590	PubChem Compound
C15255	KEGG	222846	PubChem Compound
C15256	KEGG	231352	PubChem Compound
C15257	KEGG	235672	PubChem Compound
C15258	KEGG	232426	PubChem Compound
C15259	KEGG	245469	PubChem Compound
C15260	KEGG	11370451	PubChem Compound
C15261	KEGG	240337	PubChem Compound
C15262	KEGG	11954139	PubChem Compound
C15263	KEGG	11954140	PubChem Compound
C15264	KEGG	233451	PubChem Compound
C15265	KEGG	11954141	PubChem Compound
C15266	KEGG	234905	PubChem Compound
C15267	KEGG	5354212	PubChem Compound
C15268	KEGG	248990	PubChem Compound
C15269	KEGG	224247	PubChem Compound
C15270	KEGG	9048	PubChem Compound
C15271	KEGG	242491	PubChem Compound
C15272	KEGG	11954142	PubChem Compound
C15273	KEGG	227674	PubChem Compound
C15274	KEGG	11954143	PubChem Compound
C15275	KEGG	227848	PubChem Compound
C15276	KEGG	11954144	PubChem Compound
C15277	KEGG	230614	PubChem Compound
C15278	KEGG	226969	PubChem Compound
C15279	KEGG	74644	PubChem Compound
C15280	KEGG	245229	PubChem Compound
C15281	KEGG	248417	PubChem Compound
C15282	KEGG	243746	PubChem Compound
C15283	KEGG	229456	PubChem Compound
C15284	KEGG	224006	PubChem Compound
C15285	KEGG	11954145	PubChem Compound
C15286	KEGG	249698	PubChem Compound
C15287	KEGG	11954146	PubChem Compound
C15288	KEGG	227847	PubChem Compound
C15289	KEGG	11954147	PubChem Compound
C15290	KEGG	11954148	PubChem Compound
C15291	KEGG	254633	PubChem Compound
C15292	KEGG	242347	PubChem Compound
C15293	KEGG	11954149	PubChem Compound
C15294	KEGG	11954150	PubChem Compound
C15295	KEGG	225729	PubChem Compound
C15296	KEGG	5377860	PubChem Compound
C15297	KEGG	221812	PubChem Compound
C15298	KEGG	247013	PubChem Compound
C15299	KEGG	11954151	PubChem Compound
C15300	KEGG	253250	PubChem Compound
C15301	KEGG	227667	PubChem Compound
C15302	KEGG	223250	PubChem Compound
C15303	KEGG	6452388	PubChem Compound
C15304	KEGG	251635	PubChem Compound
C15305	KEGG	228787	PubChem Compound
C15306	KEGG	11954152	PubChem Compound
C15307	KEGG	11954153	PubChem Compound
C15308	KEGG	222845	PubChem Compound
C15309	KEGG	240768	PubChem Compound
C15310	KEGG	230945	PubChem Compound
C15311	KEGG	3026336	PubChem Compound
C15312	KEGG	226014	PubChem Compound
C15313	KEGG	245234	PubChem Compound
C15314	KEGG	224007	PubChem Compound
C15315	KEGG	250329	PubChem Compound
C15316	KEGG	11954154	PubChem Compound
C15317	KEGG	235673	PubChem Compound
C15318	KEGG	11954155	PubChem Compound
C15319	KEGG	227675	PubChem Compound
C15320	KEGG	11954156	PubChem Compound
C15321	KEGG	235090	PubChem Compound
C15322	KEGG	251633	PubChem Compound
C15323	KEGG	11954157	PubChem Compound
C15324	KEGG	11954158	PubChem Compound
C15325	KEGG	254013	PubChem Compound
C15326	KEGG	232989	PubChem Compound
C15327	KEGG	246487	PubChem Compound
C15328	KEGG	11954159	PubChem Compound
C15329	KEGG	227677	PubChem Compound
C15330	KEGG	247285	PubChem Compound
C15331	KEGG	236416	PubChem Compound
C15332	KEGG	11954160	PubChem Compound
C15333	KEGG	247023	PubChem Compound
C15334	KEGG	224156	PubChem Compound
C15335	KEGG	242487	PubChem Compound
C15336	KEGG	247298	PubChem Compound
C15337	KEGG	11452005	PubChem Compound
C15338	KEGG	236179	PubChem Compound
C15339	KEGG	224005	PubChem Compound
C15340	KEGG	252291	PubChem Compound
C15341	KEGG	6918615	PubChem Compound
C15342	KEGG	235558	PubChem Compound
C15343	KEGG	165307	PubChem Compound
C15344	KEGG	221088	PubChem Compound
C15345	KEGG	222817	PubChem Compound
C15346	KEGG	224008	PubChem Compound
C15347	KEGG	3698120	PubChem Compound
C15348	KEGG	3633259	PubChem Compound
C15349	KEGG	229407	PubChem Compound
C15350	KEGG	230070	PubChem Compound
C15351	KEGG	11954161	PubChem Compound
C15352	KEGG	234409	PubChem Compound
C15353	KEGG	227054	PubChem Compound
C15354	KEGG	227666	PubChem Compound
C15355	KEGG	222808	PubChem Compound
C15356	KEGG	247022	PubChem Compound
C15357	KEGG	11954162	PubChem Compound
C15358	KEGG	227107	PubChem Compound
C15359	KEGG	245225	PubChem Compound
C15360	KEGG	201408	PubChem Compound
C15361	KEGG	250822	PubChem Compound
C15362	KEGG	233497	PubChem Compound
C15363	KEGG	222805	PubChem Compound
C15364	KEGG	11954163	PubChem Compound
C15365	KEGG	236826	PubChem Compound
C15366	KEGG	9561767	PubChem Compound
C15367	KEGG	234498	PubChem Compound
C15368	KEGG	254631	PubChem Compound
C15369	KEGG	228601	PubChem Compound
C15370	KEGG	247743	PubChem Compound
C15371	KEGG	235557	PubChem Compound
C15372	KEGG	241764	PubChem Compound
C15373	KEGG	238386	PubChem Compound
C15374	KEGG	237808	PubChem Compound
C15375	KEGG	101818	PubChem Compound
C15376	KEGG	242493	PubChem Compound
C15377	KEGG	236666	PubChem Compound
C15378	KEGG	242346	PubChem Compound
C15379	KEGG	242326	PubChem Compound
C15380	KEGG	239406	PubChem Compound
C15381	KEGG	255970	PubChem Compound
C15382	KEGG	246576	PubChem Compound
C15383	KEGG	222304	PubChem Compound
C15384	KEGG	246161	PubChem Compound
C15385	KEGG	11954164	PubChem Compound
C15386	KEGG	242343	PubChem Compound
C15387	KEGG	253326	PubChem Compound
C15388	KEGG	252376	PubChem Compound
C15389	KEGG	6367036	PubChem Compound
C15390	KEGG	11954165	PubChem Compound
C15391	KEGG	246205	PubChem Compound
C15392	KEGG	247740	PubChem Compound
C15393	KEGG	235819	PubChem Compound
C15394	KEGG	249384	PubChem Compound
C15395	KEGG	11954166	PubChem Compound
C15396	KEGG	11954167	PubChem Compound
C15397	KEGG	3247797	PubChem Compound
C15398	KEGG	221270	PubChem Compound
C15399	KEGG	232312	PubChem Compound
C15400	KEGG	235091	PubChem Compound
C15401	KEGG	237867	PubChem Compound
C15402	KEGG	254077	PubChem Compound
C15403	KEGG	243747	PubChem Compound
C15404	KEGG	243755	PubChem Compound
C15405	KEGG	251868	PubChem Compound
C15406	KEGG	227844	PubChem Compound
C15407	KEGG	11954168	PubChem Compound
C15408	KEGG	237866	PubChem Compound
C15409	KEGG	242344	PubChem Compound
C15410	KEGG	247039	PubChem Compound
C15411	KEGG	11954169	PubChem Compound
C15412	KEGG	236536	PubChem Compound
C15413	KEGG	225742	PubChem Compound
C15414	KEGG	11954170	PubChem Compound
C15415	KEGG	690730	PubChem Compound
C15416	KEGG	246485	PubChem Compound
C15417	KEGG	227113	PubChem Compound
C15418	KEGG	249877	PubChem Compound
C15419	KEGG	237413	PubChem Compound
C15420	KEGG	246883	PubChem Compound
C15421	KEGG	249474	PubChem Compound
C15422	KEGG	255705	PubChem Compound
C15423	KEGG	223527	PubChem Compound
C15424	KEGG	11545701	PubChem Compound
C15425	KEGG	112092	PubChem Compound
C15426	KEGG	409725	PubChem Compound
C15427	KEGG	411181	PubChem Compound
C15428	KEGG	11954171	PubChem Compound
C15429	KEGG	11954172	PubChem Compound
C15430	KEGG	11954173	PubChem Compound
C15431	KEGG	11954174	PubChem Compound
C15432	KEGG	10476437	PubChem Compound
C15433	KEGG	248605	PubChem Compound
C15434	KEGG	251632	PubChem Compound
C15435	KEGG	16683004	PubChem Compound
C15436	KEGG	23558	PubChem Compound
C15437	KEGG	119930	PubChem Compound
C15438	KEGG	8345	PubChem Compound
C15439	KEGG	6454947	PubChem Compound
C15440	KEGG	246163	PubChem Compound
C15441	KEGG	5287939	PubChem Compound
C15442	KEGG	241761	PubChem Compound
C15443	KEGG	240339	PubChem Compound
C15444	KEGG	7074631	PubChem Compound
C15445	KEGG	247301	PubChem Compound
C15446	KEGG	239805	PubChem Compound
C15447	KEGG	244803	PubChem Compound
C15448	KEGG	53297364	PubChem Compound
C15449	KEGG	11954175	PubChem Compound
C15450	KEGG	23708775	PubChem Compound
C15451	KEGG	9949234	PubChem Compound
C15452	KEGG	11954176	PubChem Compound
C15453	KEGG	11954177	PubChem Compound
C15454	KEGG	11954178	PubChem Compound
C15455	KEGG	61424	PubChem Compound
C15456	KEGG	240985	PubChem Compound
C15457	KEGG	248989	PubChem Compound
C15458	KEGG	11954179	PubChem Compound
C15459	KEGG	11954180	PubChem Compound
C15460	KEGG	232313	PubChem Compound
C15461	KEGG	493951	PubChem Compound
C15462	KEGG	242669	PubChem Compound
C15463	KEGG	11954181	PubChem Compound
C15464	KEGG	243757	PubChem Compound
C15465	KEGG	243758	PubChem Compound
C15466	KEGG	5356754	PubChem Compound
C15467	KEGG	11954182	PubChem Compound
C15468	KEGG	11954183	PubChem Compound
C15471	KEGG	5359367	PubChem Compound
C15472	KEGG	6326954	PubChem Compound
C15473	KEGG	3028194	PubChem Compound
C15474	KEGG	10789	PubChem Compound
C15475	KEGG	21632	PubChem Compound
C15476	KEGG	185859	PubChem Compound
C15477	KEGG	9577272	PubChem Compound
C15478	KEGG	11744954	PubChem Compound
C15479	KEGG	11954185	PubChem Compound
C15480	KEGG	11954186	PubChem Compound
C15481	KEGG	11954187	PubChem Compound
C15482	KEGG	10909430	PubChem Compound
C15484	KEGG	92787	PubChem Compound
C15485	KEGG	189811	PubChem Compound
C15486	KEGG	11954188	PubChem Compound
C15488	KEGG	73766	PubChem Compound
C15489	KEGG	24906307	PubChem Compound
C15492	KEGG	446798	PubChem Compound
C15493	KEGG	449171	PubChem Compound
C15494	KEGG	2971	PubChem Compound
C15495	KEGG	11954189	PubChem Compound
C15497	KEGG	11507134	PubChem Compound
C15499	KEGG	31261	PubChem Compound
C15500	KEGG	11067153	PubChem Compound
C15501	KEGG	10947671	PubChem Compound
C15502	KEGG	11954190	PubChem Compound
C15503	KEGG	5461147	PubChem Compound
C15504	KEGG	11954191	PubChem Compound
C15505	KEGG	13636	PubChem Compound
C15508	KEGG	6378	PubChem Compound
C15509	KEGG	10617107	PubChem Compound
C15510	KEGG	11954192	PubChem Compound
C15511	KEGG	11954193	PubChem Compound
C15512	KEGG	7678	PubChem Compound
C15513	KEGG	8785	PubChem Compound
C15514	KEGG	11954194	PubChem Compound
C15515	KEGG	5283821	PubChem Compound
C15516	KEGG	11954195	PubChem Compound
C15517	KEGG	5283820	PubChem Compound
C15518	KEGG	11954196	PubChem Compound
C15519	KEGG	65094	PubChem Compound
C15520	KEGG	11954197	PubChem Compound
C15522	KEGG	46173804	PubChem Compound
C15523	KEGG	11954198	PubChem Compound
C15524	KEGG	24820756	PubChem Compound
C15525	KEGG	5461154	PubChem Compound
C15527	KEGG	11954200	PubChem Compound
C15530	KEGG	101301	PubChem Compound
C15531	KEGG	5319688	PubChem Compound
C15532	KEGG	656979	PubChem Compound
C15533	KEGG	128057	PubChem Compound
C15536	KEGG	11954201	PubChem Compound
C15537	KEGG	5321771	PubChem Compound
C15538	KEGG	5460449	PubChem Compound
C15542	KEGG	46173805	PubChem Compound
C15545	KEGG	688597	PubChem Compound
C15546	KEGG	5280589	PubChem Compound
C15547	KEGG	44140569	PubChem Compound
C15548	KEGG	11954203	PubChem Compound
C15549	KEGG	145858	PubChem Compound
C15550	KEGG	56928084	PubChem Compound
C15551	KEGG	196748	PubChem Compound
C15552	KEGG	114899	PubChem Compound
C15553	KEGG	5311345	PubChem Compound
C15554	KEGG	108185	PubChem Compound
C15555	KEGG	46173806	PubChem Compound
C15556	KEGG	669	PubChem Compound
C15557	KEGG	115245	PubChem Compound
C15559	KEGG	11954205	PubChem Compound
C15560	KEGG	24820763	PubChem Compound
C15561	KEGG	80654	PubChem Compound
C15562	KEGG	7504	PubChem Compound
C15563	KEGG	5460646	PubChem Compound
C15566	KEGG	24771780	PubChem Compound
C15567	KEGG	11954208	PubChem Compound
C15568	KEGG	5283996	PubChem Compound
C15569	KEGG	166839	PubChem Compound
C15570	KEGG	147806	PubChem Compound
C15571	KEGG	289	PubChem Compound
C15572	KEGG	460	PubChem Compound
C15579	KEGG	11954209	PubChem Compound
C15580	KEGG	11954210	PubChem Compound
C15581	KEGG	11954211	PubChem Compound
C15582	KEGG	11954212	PubChem Compound
C15583	KEGG	31229	PubChem Compound
C15584	KEGG	996	PubChem Compound
C15586	KEGG	68368	PubChem Compound
C15587	KEGG	1044	PubChem Compound
C15588	KEGG	174	PubChem Compound
C15589	KEGG	637760	PubChem Compound
C15591	KEGG	11954213	PubChem Compound
C15599	KEGG	11954214	PubChem Compound
C15604	KEGG	61020	PubChem Compound
C15605	KEGG	11954215	PubChem Compound
C15606	KEGG	5462190	PubChem Compound
C15607	KEGG	10290858	PubChem Compound
C15608	KEGG	10680	PubChem Compound
C15609	KEGG	11954216	PubChem Compound
C15610	KEGG	99470	PubChem Compound
C15612	KEGG	5380876	PubChem Compound
C15613	KEGG	15942889	PubChem Compound
